2019-08-30 10:21:30 server.StartSever.main(StartSever.java:7) StartSever.java INFO TestLog
2019-08-30 16:32:43 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:44 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:44 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:32:44 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:44 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:44 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:32:44 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:44 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:44 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:32:44 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:45 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:45 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:32:45 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:45 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:45 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:32:45 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:45 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:45 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:32:45 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:45 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:45 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:32:45 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:45 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:45 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:32:45 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:45 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:45 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:32:45 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:46 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:46 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:32:46 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:46 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:46 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:32:46 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:46 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:46 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:32:46 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:46 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:46 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:32:46 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:46 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:46 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:32:46 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:47 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:47 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:32:47 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:50 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:50 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:32:50 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:57:36 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:50) RequestImp.java INFO /favicon.ico
2019-08-30 16:57:36 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 16:57:36 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 16:57:37 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:50) RequestImp.java INFO /postRequest.html
2019-08-30 16:57:37 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:57:37 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:57:37 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:50) RequestImp.java INFO /favicon.ico
2019-08-30 16:57:37 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 16:57:37 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 16:57:47 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:50) RequestImp.java INFO /HelloServlet.action
2019-08-30 16:58:59 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO GET
2019-08-30 16:58:59 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /HelloServlet.action
2019-08-30 16:58:59 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:59:06 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO GET
2019-08-30 16:59:06 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /postRequest.html
2019-08-30 16:59:06 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:59:06 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:59:11 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO POST
2019-08-30 16:59:11 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /HelloServlet.action
2019-08-30 16:59:24 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO id
2019-08-30 16:59:24 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO pwd
2019-08-30 16:59:24 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 17:02:31 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO GET
2019-08-30 17:02:31 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /favicon.ico
2019-08-30 17:02:31 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 17:02:31 server.req_resp_Imp.ResponImp.isDynam(ResponImp.java:115) ResponImp.java INFO isDynam/favicon.ico
2019-08-30 17:02:31 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 17:02:36 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO GET
2019-08-30 17:02:36 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /postRequest.html
2019-08-30 17:02:36 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 17:02:36 server.req_resp_Imp.ResponImp.isDynam(ResponImp.java:115) ResponImp.java INFO isDynam/postRequest.html
2019-08-30 17:02:36 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 17:02:36 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO GET
2019-08-30 17:02:36 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /favicon.ico
2019-08-30 17:02:36 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 17:02:36 server.req_resp_Imp.ResponImp.isDynam(ResponImp.java:115) ResponImp.java INFO isDynam/favicon.ico
2019-08-30 17:02:36 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 17:02:46 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO POST
2019-08-30 17:02:46 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /HelloServlet.action
2019-08-30 17:05:27 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO GET
2019-08-30 17:05:27 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /postRequest.html
2019-08-30 17:05:27 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 17:05:27 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 17:05:33 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO POST
2019-08-30 17:05:33 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /HelloServlet.action
2019-08-30 17:05:49 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO GET
2019-08-30 17:05:49 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /postRequest.html
2019-08-30 17:05:49 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 17:05:49 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 17:05:53 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO POST
2019-08-30 17:05:53 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /HelloServlet.action
2019-08-30 17:10:41 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO id
2019-08-30 17:10:41 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO pwd
2019-08-30 17:10:41 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 17:10:41 server.req_resp_Imp.ResponImp.isDynam(ResponImp.java:132) ResponImp.java INFO dynClassNameserver.servlet.HelloServlet
2019-08-30 17:10:41 server.req_resp_Imp.ResponImp.sendResresource(ResponImp.java:95) ResponImp.java INFO isDynam/HelloServlet.action
2019-08-30 19:17:07 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO GET
2019-08-30 19:17:07 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /favicon.ico
2019-08-30 19:17:07 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 19:17:07 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 19:17:12 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO GET
2019-08-30 19:17:12 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /postRequest.html
2019-08-30 19:17:12 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 19:17:12 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 19:17:16 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO POST
2019-08-30 19:17:16 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /HelloServlet.action
2019-08-30 19:20:45 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO GET
2019-08-30 19:20:45 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /postRequest.html
2019-08-30 19:20:45 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 19:20:45 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 19:20:49 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO POST
2019-08-30 19:20:49 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /HelloServlet.action
2019-08-30 19:20:54 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO id
2019-08-30 19:20:54 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO pwd
2019-08-30 19:20:54 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO POST
2019-08-30 19:20:54 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 19:20:54 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /HelloServlet.action
2019-08-30 19:20:54 server.req_resp_Imp.ResponImp.isDynam(ResponImp.java:130) ResponImp.java INFO HelloServlet
2019-08-30 19:20:54 server.req_resp_Imp.ResponImp.sendResresource(ResponImp.java:95) ResponImp.java INFO isDynam/HelloServlet.action
2019-08-30 19:21:05 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO id
2019-08-30 19:21:05 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO pwd
2019-08-30 19:21:05 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO POST
2019-08-30 19:21:05 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 19:21:05 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /HelloServlet.action
2019-08-30 19:21:05 server.req_resp_Imp.ResponImp.isDynam(ResponImp.java:130) ResponImp.java INFO HelloServlet
2019-08-30 19:21:05 server.req_resp_Imp.ResponImp.sendResresource(ResponImp.java:95) ResponImp.java INFO isDynam/HelloServlet.action
2019-08-30 19:21:47 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO id
2019-08-30 19:21:47 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO pwd
2019-08-30 19:21:47 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 19:21:47 server.req_resp_Imp.ResponImp.isDynam(ResponImp.java:130) ResponImp.java INFO HelloServlet
2019-08-30 19:21:47 server.req_resp_Imp.ResponImp.sendResresource(ResponImp.java:95) ResponImp.java INFO isDynam/HelloServlet.action
2019-08-30 19:22:24 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO POST
2019-08-30 19:22:24 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /HelloServlet.action
2019-08-30 19:22:24 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO id
2019-08-30 19:22:24 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO pwd
2019-08-30 19:22:24 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO GET
2019-08-30 19:22:24 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /HelloServlet.action
2019-08-30 19:22:24 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 19:22:24 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 19:22:24 server.req_resp_Imp.ResponImp.isDynam(ResponImp.java:130) ResponImp.java INFO HelloServlet
2019-08-30 19:22:24 server.req_resp_Imp.ResponImp.isDynam(ResponImp.java:130) ResponImp.java INFO HelloServlet
2019-08-30 19:22:24 server.req_resp_Imp.ResponImp.sendResresource(ResponImp.java:95) ResponImp.java INFO isDynam/HelloServlet.action
2019-08-30 19:22:24 server.req_resp_Imp.ResponImp.sendResresource(ResponImp.java:95) ResponImp.java INFO isDynam/HelloServlet.action
2019-08-30 19:22:28 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO GET
2019-08-30 19:22:28 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /postRequest.html
2019-08-30 19:22:28 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 19:22:28 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 19:22:33 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO POST
2019-08-30 19:22:33 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /HelloServlet.action
2019-08-30 19:22:41 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO id
2019-08-30 19:22:41 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO pwd
2019-08-30 19:22:41 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO POST
2019-08-30 19:22:41 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 19:22:41 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /HelloServlet.action
2019-08-30 19:22:41 server.req_resp_Imp.ResponImp.isDynam(ResponImp.java:130) ResponImp.java INFO HelloServlet
2019-08-30 19:22:41 server.req_resp_Imp.ResponImp.sendResresource(ResponImp.java:95) ResponImp.java INFO isDynam/HelloServlet.action
2019-08-30 19:27:11 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO GET
2019-08-30 19:27:11 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /favicon.ico
2019-08-30 19:27:11 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 19:27:11 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 19:27:12 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO GET
2019-08-30 19:27:12 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /postRequest.html
2019-08-30 19:27:12 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 19:27:12 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 19:27:16 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO POST
2019-08-30 19:27:16 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /HelloServlet.action
2019-08-30 19:27:26 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO id
2019-08-30 19:27:26 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO pwd
2019-08-30 19:27:26 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO POST
2019-08-30 19:27:26 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /HelloServlet.action
2019-08-30 19:27:26 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 19:27:26 server.req_resp_Imp.ResponImp.isDynam(ResponImp.java:131) ResponImp.java INFO HelloServlet
2019-08-30 19:27:26 server.req_resp_Imp.ResponImp.sendResresource(ResponImp.java:95) ResponImp.java INFO isDynam/HelloServlet.action
2019-08-30 19:27:32 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO id
2019-08-30 19:27:32 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:97) RequestImp.java INFO pwd
2019-08-30 19:27:32 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:49) RequestImp.java INFO POST
2019-08-30 19:27:32 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 19:27:32 server.req_resp_Imp.RequestImp.spReqLine(RequestImp.java:51) RequestImp.java INFO /HelloServlet.action
2019-08-30 19:27:32 server.req_resp_Imp.ResponImp.isDynam(ResponImp.java:131) ResponImp.java INFO HelloServlet
2019-08-30 19:27:32 server.req_resp_Imp.ResponImp.sendResresource(ResponImp.java:95) ResponImp.java INFO isDynam/HelloServlet.action
